language|level|title|char_start|char_end|words|position|category|removed_text
minasbate|3|Nagpinta san Balangaw si Miya kag si Ido.|0|40|8|leading|title_author|Nagpinta san Balangaw si Miya kag si Ido
minasbate|3|Nagpinta san Balangaw si Miya kag si Ido.|4100|5175|148|trailing|publisher|Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org Original Story Nagpinta san Balangaw si Miya kag si Ido. (Cat and Dog Paint a Rainbow). Author: René Leisink. Illustrator: René Leisink. Published by , © . Released under CC-BY-NC-4.0. This work is a modified version of the original story. @The Asia Foundation – Let's Read, #_published_year_#. Some rights reserved. Released under CC-BY-NC-4.0. For full terms of use and attribution, Contributing translators: Alma Brioso Table of Contents Page 2 Page 3 Page 4 Page 5 Page 6 Page 7 Page 8 Page 9 Page 10 Page 11 Page 12 Page 13 Page 14 Page 15 Page 16 Page 17 Page 18 Page 19 Page 20 Page 21 Page 22 Page 23 Page 24 Page 25 Page 26 Page 27 Page 28 Page 29 Page 30 Copyright Guide Cover Start of Story
minasbate|3|Nagtanom si Sophy san Orig|0|62|10|leading|title_author|Nagtanom si Sophy san Orig Sat Kolabphana Sorn Srey Nuch
minasbate|3|Nagtanom si Sophy san Orig|1948|2906|143|trailing|publisher|Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit letsreadasia.org. Original Story (Sophy Plants A Pig), Author: Sat Kolabphana. Illustrator: Sorn Srey Nuch. Published by The Asia Foundation - Let's Read, © The Asia Foundation - Let's Read. Released under CC-BY-NC-4.0. This work is a modified version of the original story. © The Asia Foundation, 2021. Some rights reserved. Released under CC-BY-NC-4.0. For full terms of use and attribution, Contributing translators: Enrique Villasis, Jan Carl Dolores, Ma. Lorina G. Cascato, and maan almadrones Table of Contents Page 1 Page 2 Page 3 Page 4 Page 5 Page 6 Page 7 Page 8 Page 9 Page 10 Page 11 Page 12 Page 13 Page 14 Page 15 Page 16 Page 17 Copyright Guide Cover Start of Story
minasbate|3|Nano Kaya Ako Pagdako|0|54|8|leading|title_author|Nano Kaya Ako Pagdako? Nabila Adani Nabila Adani
minasbate|3|Nano Kaya Ako Pagdako|1390|2930|230|trailing|author_bio|The Asia Foundation. Ini na proyekto na paghimo san libro ay pagselebrar san mga matitibay na kababaihan bilang primero na karakter sa istorya kag ginhimo san mga babayi na manunurat, ilustrador, editor, kag paradrowing. Ini na libro nahimo sa paagi san workshop na ginburuligan san Litara Foundation kag The Asia Foundation kag suportado san Estee Lauder Companies. An workshop kag an iba pa na proyekto para sa professional development irog san pagdrowing kag pagsurat san libro ay gintunaan san Litara Foundation. Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit letsreadasia.org. Original Story Jadi Apa, Ya? (What Could I Become?), Author: Nabila Adani. Illustrator: Nabila Adani. Published by The Asia Foundation - Let's Read, © The Asia Foundation - Let's Read. Released under CC-BY-NC-4.0. This work is a modified version of the original story. © The Asia Foundation, 2021. Some rights reserved. Released under CC-BY-NC-4.0. For full terms of use and attribution, Contributing translators: Enrique Villasis, Angielou Basical, marlin ocsing, Christine Dellosa, Shirley Titong, and Dulce Atian Table of Contents Page 1 Page 2 Page 3 Page 4 Page 5 Page 6 Page 7 Page 8 Page 9 Page 10 Page 11 Page 12 Page 13 Page 14 Page 15 Page 16 Page 17 Page 18 Page 19 Page 20 Copyright Guide Cover Start of Story
minasbate|3|Pakadto sa Pagtiriripon sa Isla|0|31|5|leading|title_author|Pakadto sa Pagtiriripon sa Isla
minasbate|3|Pakadto sa Pagtiriripon sa Isla|3420|4729|180|trailing|publisher|The Asia Foundation in Indonesia and in the Pacific Islands collaborated to write ten stories that normalize the representation of children of varying abilities and emphasize their capabilities. Enjoy reading these stories with text, audio, or Sign Language. Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org Original Story Pakadto sa Pagtiriripon sa Isla (Off to an Island Reunion). Author: Ariela Zibiah. Illustrator: Honson Chan. Editor: Neehal Khatri. Published by , © . Released under CC-BY-NC-4.0. This work is a modified version of the original story. @The Asia Foundation – Let's Read, #_published_year_#. Some rights reserved. Released under CC-BY-NC-4.0. For full terms of use and attribution, Contributing translators: Roselyn Bacunawa Signer: R.N. Jasmine, Dhorothea Dhita Indriyanti Table of Contents Page 1 Page 2 Page 3 Page 4 Page 5 Page 6 Page 7 Page 8 Page 9 Page 10 Page 11 Page 12 Page 13 Page 14 Page 15 Page 16 Page 17 Copyright Guide Cover Start of Story
minasbate|3|Pan-o kun|0|66|12|leading|title_author|Pan-o kun? Hari Kumar Nair Hari Kumar Nair Hari Kumar Nair
minasbate|3|Pan-o kun|1362|2822|209|trailing|publisher|This book was adapted as part of ABC+: Advancing Basic Education in the Philippines project. ABC+ is a partnership of USAID and the Department of Education (DepEd), implemented by RTI International together with The Asia Foundation (TAF), SIL LEAD, and Florida State University (FSU). This book was reviewed by Freda Marie Cristobal and Grace Rabelas and was approved for publishing by the Department of Education Region V - Bicol Learning Resource Management Section (LRMS) of the Curriculum and Learning Management Division (CLMD). Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org Original Story Pan-o kun? (What If?). Author: Hari Kumar Nair. Illustrator: Hari Kumar Nair. Published by Pratham Books, © Pratham Books. Released under CC-BY-4.0. This work is a modified version of the original story. @The Asia Foundation – Let's Read, 2021. Some rights reserved. Released under CC-BY-4.0. For full terms of use and attribution, Contributing translators: Enrique Villasis, mae ann villasis, Meralyn Melitante Table of Contents Page 1 Page 2 Page 3 Page 4 Page 5 Page 6 Page 7 Page 8 Page 9 Page 10 Page 11 Copyright Guide Cover Start of Story
minasbate|3|Panimalay Ko Ba Ini|0|19|4|leading|title_author|Panimalay Ko Ba Ini
minasbate|3|Panimalay Ko Ba Ini|5134|6037|122|trailing|publisher|Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org Original Story Panimalay Ko Ba Ini? (Is This My Home?). Author: Sean Henrick Moore. Illustrator: Yeji Yun. Published by , © This work is a modified version of the original story. @The Asia Foundation – Let's Read, #_published_year_#. Some rights reserved. Contributing translators: john mark balatucan Narrator: Brendan Boland Table of Contents Page 3 Page 4 Page 5 Page 6 Page 7 Page 8 Page 9 Page 10 Page 11 Page 12 Page 13 Page 14 Page 15 Page 16 Page 17 Page 18 Page 19 Page 20 Page 21 Page 22 Page 23 Copyright Guide Cover Start of Story
minasbate|3|Rabbit ako|0|10|2|leading|title_author|Rabbit ako
minasbate|3|Rabbit ako|1615|3220|233|trailing|credit|Mga Hunga: 1. Nanu kay gin tawahan san amo, squirrel kag iraga an rabbit? 2. Nanu kay nagtangis an rabbit? 3. Anu an sabi san porcupine? 4. Magsabi pa sin mga rabit na imo nakita. This book was created through a book development workshop conducted in collaboration between Third Story Project and The Asia Foundation. The Third Story Project creates and produces children's books in Burmese and other Myanmar languages to distribute free of charge to children around Myanmar. The stories are written and illustrated by Myanmar artists for a Myanmar audience and address issues of peace, tolerance, diversity, gender, environment, and child rights. Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org Original Story Rabbit ako (I am a Rabbit). Author: Ye Min Kyaw. Illustrator: Haru (AKZ). Editor: Soe Moe Thu. Published by , © . Released under CC-BY-NC-4.0. This work is a modified version of the original story. @The Asia Foundation – Let's Read, #_published_year_#. Some rights reserved. Released under CC-BY-NC-4.0. For full terms of use and attribution, Contributing translators: Roselyn Bacunawa Narrator: Ei Thandar Phyo Table of Contents Page 1 Page 2 Page 3 Page 4 Page 5 Page 6 Page 7 Page 8 Page 9 Page 10 Page 11 Page 12 Copyright Guide Cover Start of Story
minasbate|3|Sa Bayan san Kamayanan kag an Alamat san Nagasarayaw na Kamot|0|90|15|leading|title_author|Sa Bayan san Kamayanan kag an Alamat san Nagasarayaw na Kamot Armand Sazon Elbert Or
minasbate|3|Sa Bayan san Kamayanan kag an Alamat san Nagasarayaw na Kamot|2196|3093|132|trailing|publisher|Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit letsreadasia.org. Original Story In the Town of Kamayanan and the Legend of the Dancing Hands, Author: Armand Sazon. Illustrator: Elbert Or. Published by Itch Creatives, © Itch Creatives. Released under CC-BY-4.0. This work is a modified version of the original story. © The Asia Foundation, 2021. Some rights reserved. Released under CC-BY-4.0. For full terms of use and attribution, Contributing translators: Enrique Villasis, Angielou Basical, Christine Dellosa, and Shirley Titong Table of Contents Page 1 Page 2 Page 3 Page 4 Page 5 Page 6 Page 7 Page 8 Page 9 Page 10 Page 11 Page 12 Copyright Guide Cover Start of Story
minasbate|3|Satya Paghimat!|0|15|2|leading|title_author|Satya, Paghimat
minasbate|3|Satya Paghimat!|3146|4104|129|trailing|publisher|Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org Original Story Satya, Paghimat! (Satya, Watch Out!). Author: Yamini Vijayan. Illustrator: Vishnu M Nair. Published by , © . Released under CC-BY-4.0. This work is a modified version of the original story. @The Asia Foundation – Let's Read, #_published_year_#. Some rights reserved. Released under CC-BY-4.0. For full terms of use and attribution, Contributing translators: Jessa Maghilom Table of Contents Page 2 Page 3 Page 4 Page 5 Page 6 Page 7 Page 8 Page 9 Page 10 Page 11 Page 12 Page 13 Page 14 Page 15 Page 16 Page 17 Page 18 Page 19 Page 20 Page 21 Copyright Guide Cover Start of Story
minasbate|3|Si Cha Cha Kag An Nawawara Na Miya|0|77|12|leading|title_author|Si Cha Cha Kag An Nawawara Na Miya Prasadi Shashimali Erandi Anuththara
minasbate|3|Si Cha Cha Kag An Nawawara Na Miya|1614|2721|156|trailing|publisher|Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org Original Story Si Cha Cha Kag An Nawawara Na Miya (Chathuni and the Lost Kitten). Author: Prasadi Shashimali. Illustrator: Erandi Anuththara. Editor: Thanuja N. Ayagama. Contributor: Chandana Bandara Samarakoon, Ramya K. Navarathna. Published by The Asia Foundation - Let's Read, www.letsreadasia.org © The Asia Foundation - Let's Read. Released under CC-BY-NC-4.0. This work is a modified version of the original story. @The Asia Foundation – Let's Read, 2022. Some rights reserved. Released under CC-BY-NC-4.0. For full terms of use and attribution, Contributing translators: May Joy Padernal Recaña Table of Contents Page 1 Page 2 Page 3 Page 4 Page 5 Page 6 Page 7 Page 8 Page 9 Page 10 Page 11 Page 12 Copyright Guide Cover Start of Story
minasbate|3|Si Diro Kag Si Milo|0|19|5|leading|title_author|Si Diro Kag Si Milo
minasbate|3|Si Diro Kag Si Milo|2511|3438|128|trailing|publisher|Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org Original Story Si Diro Kag Si Milo (Dira and Chaku). Author: Hellen Kimaro. Illustrator: Godwin Chipenya, John William. Published by , © . Released under CC-BY-4.0. This work is a modified version of the original story. @The Asia Foundation – Let's Read, #_published_year_#. Some rights reserved. Released under CC-BY-4.0. For full terms of use and attribution, Contributing translators: Maria Cristina Villasis Table of Contents Page 1 Page 2 Page 3 Page 4 Page 5 Page 6 Page 7 Page 8 Page 9 Page 10 Page 11 Page 12 Page 13 Page 14 Copyright Guide Cover Start of Story
minasbate|3|Si Kara kag an Iya mga Amiga|0|81|15|leading|title_author|Si Kara kag an Iya mga Amiga Mary Jean Punay-Albao Al Ferdinand M Salvacion
minasbate|3|Si Kara kag an Iya mga Amiga|2527|5394|418|trailing|publisher|This book was developed as part of the ABC+: Advancing Basic Education in the Philippines project. ABC+ is a partnership of USAID and the Department of Education (DepEd), implemented by RTI International together with The Asia Foundation, SIL LEAD, and Florida State University. This book was quality assured by Aizzel M. Luzong, Vilma Ponferrada, and Rolicelia Endrina and was approved for publishing by the Department of Education Region V – Bicol Learning Resource Management Section (LRMS) of the Curriculum and Learning Management Division (CLMD). This book was field tested by Maricho Sun P. Llabres. This work is licensed under the Creative Commons Attribution-NonCommercial 4. 0 International License (CC BY-NC 4. 0). You are free to copy, distribute, transmit, and adapt this work but not for commercial purposes and under the following conditions: If you copy and distribute this work in its entirety, without making changes to content or illustrations, please label the work as follows: "Reproduced on the basis of an original work developed under the USAID ABC+: Advancing Basic Education in the Philippines project and licensed under the Creative Commons AttributionNonCommercial 4. 0 International License." If you create a translation of this work, please use the following label on your work: "Translated from an original work developed under the USAID ABC+: Advancing Basic Education in the Philippines project and licensed under the Creative Commons Attribution-NonCommercial 4. 0 International License." If you create an adaptation of this work, please use the following label on your work: "This is an adaptation of an original work developed under the USAID ABC+: Advancing Basic Education in the Philippines project and licensed under the Creative Commons Attribution-NonCommercial 4. 0 International License." Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org Original Story Si Kara kag an Iya mga Amiga (Protecting the Palace). Author: Mary Jean Punay-Albao. Illustrator: Al Ferdinand M Salvacion. Contributor: USAID's ABC+: Advancing Basic Education in the Philippines. Published by The Asia Foundation - Let's Read, © The Asia Foundation - Let's Read. Released under CC-BY-NC-4.0. This work is a modified version of the original story. @The Asia Foundation – Let's Read, 2022. Some rights reserved. Released under CC-BY-NC-4.0. For full terms of use and attribution, Table of Contents Page 2 Page 3 Page 4 Page 5 Page 6 Page 7 Page 8 Page 9 Page 10 Page 11 Page 12 Page 13 Page 14 Copyright Guide Cover Start of Story
minasbate|3|Si Manay Bungi|0|50|7|leading|title_author|Si Manay Bungi Maria Lubis Aprilia Muktirina
minasbate|3|Si Manay Bungi|1682|3407|250|trailing|author_bio|The Asia Foundation. Ini na proyekto sa pagsurat san libro may katuyuan na hatagan san pagkilala an kababaihan na may kakaiba na kakayahan. Sinda an primero na tawohan sa istorya kaupod man an mga babaye na parasurat, illustrador, editor, kg paradrowing. Ini na libro hinimo paagi sa pag-adal kag pagburulig san Litara Foundation kag sa suporta san Estee Lauder Companies. An pag praktis kag san iba pa na propesyonal na aspeto pareho san pagadrowing kag pagasurat san libro ginhimo san Litara Foundation. Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org Original Story Si Manay Bungi (Sister Toothless). Author: Maria Lubis. Illustrator: Aprilia Muktirina. Editor: Sofie Dewayani, Irawati Subrata, Eva Y. Nukman, Andina Subarja. Published by The Asia Foundation - Let's Read, © The Asia Foundation - Let's Read. Released under CC-BY-NC-4.0. This work is a modified version of the original story. @The Asia Foundation – Let's Read, 2021. Some rights reserved. Released under CC-BY-NC-4.0. For full terms of use and attribution, Contributing translators: Cesar Almonicar, Enrique Villasis, Dahlia Cristobal, Angielou M. Basical, Jona Royo, France katrina Basical, The Busy Pinoy Mom Table of Contents Page 1 Page 2 Page 3 Page 4 Page 5 Page 6 Page 7 Page 8 Page 9 Page 10 Page 11 Page 12 Page 13 Page 14 Page 15 Page 16 Page 17 Page 18 Page 19 Page 20 Page 20 Copyright Guide Cover Start of Story
minasbate|3|Si Nene na tuslakan|0|19|4|leading|title_author|Si Nene na tuslakan
minasbate|3|Si Nene na tuslakan|3167|4118|131|trailing|publisher|Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org Original Story Si Nene na tuslakan (Scaredy-Cat Moli). Author: Susie Elliott. Illustrator: Joni Moce. Editor: Neehal Khatri. Contributor: Nemani Lui. Published by , © . Released under CC-BY-NC-4.0. This work is a modified version of the original story. @The Asia Foundation – Let's Read, #_published_year_#. Some rights reserved. Released under CC-BY-NC-4.0. For full terms of use and attribution, Contributing translators: Precious Ann Alburo Table of Contents Page 2 Page 3 Page 4 Page 5 Page 6 Page 7 Page 8 Page 9 Page 10 Page 11 Page 12 Page 13 Copyright Guide Cover Start of Story
minasbate|3|Si Pogi Si Pogs Kag An Tora-tora|0|71|13|leading|title_author|Si Pogi, Si Pogs Kag An Tora-tora Bryan C. Rubio Valdemar Avisado
minasbate|3|Si Pogi Si Pogs Kag An Tora-tora|2691|3609|134|trailing|publisher|Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit letsreadasia.org. Original Story Si Pogi, Si Pogs saka an Tora-tora, Author: Bryan C. Rubio. Illustrator: Valdemar Avisado. Published by , © . Released under CC-BY-NC-4.0. This work is a modified version of the original story. © The Asia Foundation, 2021. Some rights reserved. Released under CC-BY-NC-4.0. For full terms of use and attribution, Contributing translators: Enrique Villasis, Ronavie Espinosa, and REAN MIJARES Table of Contents Page 1 Page 2 Page 3 Page 4 Page 5 Page 6 Page 7 Page 8 Page 9 Page 10 Page 11 Page 12 Page 13 Page 14 Page 15 Page 16 Page 17 Page 18 Page 19 Page 20 Page 21 Copyright Guide Cover Start of Story
minasbate|3|Si Radinka ug Si Emma|0|52|9|leading|title_author|Si Radinka ug Si Emma Nadiah Abidin Azisa Noor
minasbate|3|Si Radinka ug Si Emma|2401|3843|213|trailing|publisher|The Asia Foundation. The book creation project features mighty girls and women as the main character(s) of the story and involve female writers, illustrators, editors, and designers. This book was created through a book creation workshop conducted in collaboration between Litara Foundation and The Asia Foundation with the support of Estée Lauder Companies. The workshop and professional development, along with the editing and design of this book, was conducted by Litara Foundation. Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit letsreadasia.org. Original Story Emma, Author: Nadiah Abidin. Illustrator: Azisa Noor. Published by The Asia Foundation - Let's Read, © The Asia Foundation - Let's Read. Released under CC-BY-NC-4.0. This work is a modified version of the original story. © The Asia Foundation, 2021. Some rights reserved. Released under CC-BY-NC-4.0. For full terms of use and attribution, Contributing translators: Enrique Villasis, Ma. Lorina G. Cascato, France katrina Basical, and Bernard Barruga Table of Contents Page 1 Page 2 Page 3 Page 4 Page 5 Page 6 Page 7 Page 8 Page 9 Page 10 Page 11 Page 12 Page 13 Page 14 Page 15 Page 16 Page 17 Page 18 Copyright Guide Cover Start of Story
minasbate|3|Si Tina kag an Pula na Lumot|0|64|11|leading|title_author|Si Tina kag an Pula na Lumot Bothaina Orabi Bothaina Orabi
minasbate|3|Si Tina kag an Pula na Lumot|5171|6896|249|trailing|publisher|This book was adapted as part of the ABC+: Advancing Basic Education in the Philippines project. ABC+ is a partnership of USAID and the Department of Education (DepEd), implemented by RTI International together with The Asia Foundation, SIL LEAD, and Florida State University. This book was quality assured by Henche G. Canelas, Mary Grace V. Delos Santos and Mary Joy M. Romero and was approved for publishing by the Department of Education Region V - Bicol Learning Resource Management Section (LRMS) of the Curriculum and Learning Management Division (CLMD). The book was field tested by Shanalyn Medina. Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org Original Story Si Tina kag an Pula na Lumot (Tuna and the Red Algae). Author: Bothaina Orabi. Illustrator: Bothaina Orabi. Published by Asafeer, © Asafeer. Released under CC-BY-NC-SA-4.0. This work is a modified version of the original story. @The Asia Foundation – Let's Read, 2021. Some rights reserved. Released under CC-BY-NC-SA-4.0. For full terms of use and attribution, Contributing translators: Enrique Villasis, aimee rivera, Alma Lacson Table of Contents Page 1 Page 2 Page 3 Page 4 Page 5 Page 6 Page 7 Page 8 Page 9 Page 31 Page 34 Page 37 Page 40 Page 43 Page 46 Page 49 Page 52 Page 55 Page 58 Page 61 Page 64 Page 67 Page 70 Page 73 Page 76 Page 79 Page 82 Page 85 Page 88 Page 89 Copyright Guide Cover Start of Story
minasbate|3|Sin-o an aton Amigo|0|19|5|leading|title_author|Sin-o an aton Amigo
minasbate|3|Sin-o an aton Amigo|600|1550|134|trailing|publisher|Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org Original Story Sin-o an aton Amigo? (Who Is Our Friend?). Author: Gerhard Van Wyk, Lara de Groot, Jade Mathieson. Illustrator: Gerhard Van Wyk. Published by , © . Released under CC-BY-4.0. This work is a modified version of the original story. @The Asia Foundation – Let's Read, #_published_year_#. Some rights reserved. Released under CC-BY-4.0. For full terms of use and attribution, Contributing translators: Gressa Pepito Table of Contents Page 2 Page 2 Page 4 Page 5 Page 5 Page 7 Page 8 Page 8 Page 9 Page 10 Page 12 Page 13 Page 13 Page 14 Page 16 Copyright Guide Cover Start of Story
minasbate|3|Sinda Miya kag Ido nag Sabay sa Agos|0|36|8|leading|title_author|Sinda Miya kag Ido nag Sabay sa Agos
minasbate|3|Sinda Miya kag Ido nag Sabay sa Agos|4374|5456|150|trailing|publisher|Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org Original Story Sinda Miya kag Ido nag Sabay sa Agos (Cat and Dog Go With the Flow). Author: René Leisink. Illustrator: René Leisink. Published by , © . Released under CC-BY-NC-4.0. This work is a modified version of the original story. @The Asia Foundation – Let's Read, #_published_year_#. Some rights reserved. Released under CC-BY-NC-4.0. For full terms of use and attribution, Contributing translators: Kristine Angela Lorque Table of Contents Page 2 Page 3 Page 4 Page 5 Page 6 Page 7 Page 8 Page 9 Page 10 Page 11 Page 12 Page 13 Page 14 Page 15 Page 16 Page 17 Page 18 Page 19 Page 20 Page 21 Page 22 Page 23 Page 24 Page 25 Page 26 Page 27 Page 28 Page 29 Page 31 Copyright Guide Cover Start of Story
minasbate|3|Strawla Reyna san Basura|0|53|8|leading|title_author|Strawla, Reyna san Basura John Frederic C. Bugayong
minasbate|3|Strawla Reyna san Basura|3396|6459|440|trailing|author_bio|This book was developed as part of ABC+: Advancing Basic Education in the Philippines project. ABC+ is a partnership of USAID and the Department of Education (DepEd), implemented by RTI International together with The Asia Foundation, SIL LEAD, and Florida State University. The workshops and professional development, along with the editing and design of this book were conducted with the support of Hubon Manunulat, Lasingkasing Press, and The Iloilo Museum of Contemporary Art. The book was reviewed by the Department of Education - Region VI for quality assurance. If you copy and distribute this work in its entirety, without making changes to content or illustrations, please label the work as follows: "Reproduced on the basis of an original work developed under the USAID ABC+: Advancing Basic Education in the Philippines project and licensed under the Creative Commons Attribution-NonCommercial 4. 0 International License." If you create a translation or adaptation of this work, please use the following label on your work: "Adapted from an original work developed under the USAID ABC+: Advancing Basic Education in the Philippines project and licensed under the Creative Commons Attribution-NonCommercial 4. 0 International Licenses." This book was adapted as part of the ABC+: Advancing Basic Education in the Philippines project. ABC+ is a partnership of USAID and the Department of Education (DepEd), implemented by RTI International together with The Asia Foundation, SIL LEAD, and Florida State University. This book was quality assured by Aizzel M. Luzong, Vilma Ponferrada, Rolicelia Endrina, and was approved for publishing by the Department of Education Region V - Bicol Learning Resource Management Section (LRMS) of the Curriculum and Learning Management Division (CLMD). The book was field tested by Joel Alcantara. Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org Original Story Strawla, Reyna san Basura (Strawla, Queen of Garbage). Author: John Frederic C. Bugayong. Illustrator: Louie "Weng" N. Daguison. Editor: Gil Montinola. Contributor: USAID's ABC+: Advancing Basic Education in the Philippines. Published by The Asia Foundation - Let's Read, © The Asia Foundation - Let's Read. Released under CC-BY-NC-4.0. This work is a modified version of the original story. @The Asia Foundation – Let's Read, 2021. Some rights reserved. Released under CC-BY-NC-4.0. For full terms of use and attribution, Contributing translators: Enrique Villasis, Bernardine Sotto, charina lim, JOSEPH CHRISTIAN RODRIGUEZ Table of Contents Page 1 Page 2 Page 3 Page 4 Page 5 Page 19 Page 22 Page 25 Page 28 Page 31 Page 34 Page 37 Page 40 Page 43 Page 46 Page 49 Page 52 Page 53 Copyright Guide Cover Start of Story
minasbate|3|Super Wanda|0|49|8|leading|title_author|Super Wanda Myla C. Ogaya Marly P. Espiritu
minasbate|3|Super Wanda|2798|5630|412|trailing|publisher|This book was developed as part of the ABC+: Advancing Basic Education in the Philippines project. ABC+ is a partnership of USAID and the Department of Education (DepEd), implemented by RTI International together with The Asia Foundation, SIL LEAD, and Florida State University. This book was quality assured by Juancho P. Azares, Gladys Judd D. Perez, and Jinky S. Paniza and was approved for publishing by the Department of Education Region V – Bicol Learning Resource Management Section (LRMS) of the Curriculum and Learning Management Division (CLMD). This book was field tested by Marlyn Ocsing. This work is licensed under the Creative Commons Attribution-NonCommercial 4. 0 International License (CC BY-NC 4. 0). You are free to copy, distribute, transmit, and adapt this work but not for commercial purposes and under the following conditions: If you copy and distribute this work in its entirety, without making changes to content or illustrations, please label the work as follows: "Reproduced on the basis of an original work developed under the USAID ABC+: Advancing Basic Education in the Philippines project and licensed under the Creative Commons AttributionNonCommercial 4. 0 International License." If you create a translation of this work, please use the following label on your work: "Translated from an original work developed under the USAID ABC+: Advancing Basic Education in the Philippines project and licensed under the Creative Commons Attribution-NonCommercial 4. 0 International License." If you create an adaptation of this work, please use the following label on your work: "This is an adaptation of an original work developed under the USAID ABC+: Advancing Basic Education in the Philippines project and licensed under the Creative Commons Attribution-NonCommercial 4. 0 International License." Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org Original Story Super Wanda. Author: Myla C. Ogaya. Illustrator: Marly P. Espiritu. Contributor: USAID's ABC+: Advancing Basic Education in the Philippines. Published by The Asia Foundation - Let's Read, © The Asia Foundation - Let's Read. Released under CC-BY-NC-4.0. This work is a modified version of the original story. @The Asia Foundation – Let's Read, 2022. Some rights reserved. Released under CC-BY-NC-4.0. For full terms of use and attribution, Table of Contents Page 2 Page 3 Page 4 Page 5 Page 6 Page 7 Page 8 Page 9 Page 10 Page 11 Page 12 Page 13 Page 14 Page 15 Page 16 Page 17 Copyright Guide Cover Start of Story
minasbate|3|Tamtam|0|20|3|leading|title_author|Tamtam Amrin Pisey
minasbate|3|Tamtam|2693|3713|142|trailing|publisher|Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org Original Story Tamtam. Author: Amrin Pisey. Illustrator: May Sak. Editor: Ouch Sodany. Published by The Asia Foundation - Let's Read, © The Asia Foundation - Let's Read. Released under CC-BY-NC-4.0. This work is a modified version of the original story. @The Asia Foundation – Let's Read, 2021. Some rights reserved. Released under CC-BY-NC-4.0. For full terms of use and attribution, Contributing translators: Enrique Villasis, Froilyn Ancajas, mae ann villasis, Meralyn Melitante Table of Contents Page 1 Page 2 Page 3 Page 4 Page 5 Page 6 Page 7 Page 8 Page 9 Page 10 Page 11 Page 12 Page 13 Page 14 Page 15 Page 16 Copyright Guide Cover Start of Story
minasbate|3| Pan-o Maglupad an Eroplano|0|26|5|leading|title_author|Pan-o Maglupad an Eroplano
